cdgo_jzgdo,dscrpcn_jzgdo,cnsctvo_cdgo_dpto,dscrpcn_jzgdo_hmlgdo,cnsctvo_cdgo_cdd,
110012210002,DESPACHO 002 DE LA SALA DE FAMILIA DEL TRIBUNAL SUPERIOR DE BOGOTA ,15,DESPACHO SEGUNDO DE LA SALA DE FAMILIA DEL TRIBUNAL SUPERIOR DE BOGOTA ,3543,
110012210003,DESPACHO 003 DE LA SALA DE FAMILIA DEL TRIBUNAL SUPERIOR DE BOGOTA ,15,DESPACHO TERCERO DE LA SALA DE FAMILIA DEL TRIBUNAL SUPERIOR DE BOGOTA ,3543,
110012210004,DESPACHO 004 DE LA SALA DE FAMILIA DEL TRIBUNAL SUPERIOR DE BOGOTA ,15,DESPACHO CUARTO DE LA SALA DE FAMILIA DEL TRIBUNAL SUPERIOR DE BOGOTA ,3543,
110012210005,DESPACHO 005 DE LA SALA DE FAMILIA DEL TRIBUNAL SUPERIOR DE BOGOTA ,15,DESPACHO QUINTO DE LA SALA DE FAMILIA DEL TRIBUNAL SUPERIOR DE BOGOTA ,3543,
110012210006,DESPACHO 006 DE LA SALA DE FAMILIA DEL TRIBUNAL SUPERIOR DE BOGOTA ,15,DESPACHO SEXTO DE LA SALA DE FAMILIA DEL TRIBUNAL SUPERIOR DE BOGOTA ,3543,
110012215000,SECRETARIA GENERAL DEL TRIBUNAL SUPERIOR DE BOGOTA,15,NULL,3543,
110012219001,DESPACHO 001 DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE BOGOTA ,15,DESPACHO PRIMERO DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE BOGOTA ,3543,
110012219002,DESPACHO 002 DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE BOGOTA ,15,DESPACHO SEGUNDO DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE BOGOTA ,3543,
110012219003,DESPACHO 003 DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE BOGOTA ,15,DESPACHO TERCERO DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE BOGOTA ,3543,
110012219004,DESPACHO 004 DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE BOGOTA ,15,DESPACHO CUARTO DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE BOGOTA ,3543,
110012219005,DESPACHO 005 DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE BOGOTA ,15,DESPACHO QUINTO DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE BOGOTA ,3543,
110012219006,DESPACHO 006 DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE BOGOTA ,15,DESPACHO SEXTO DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE BOGOTA ,3543,
110012220001,DESPACHO 001 DE LA SALA ESPECIALIZADA EN EXTINCION DE DOMINIO DEL TRIBUNAL SUPERIOR DE BOGOTA ,15,DESPACHO PRIMERO DE LA SALA ESPECIALIZADA EN EXTINCION DE DOMINIO DEL TRIBUNAL SUPERIOR DE BOGOTA ,3543,
110012220002,DESPACHO 002 DE LA SALA PENAL ESPECIALIZADA EN EXTINCION DE DOMINIO DEL TRIBUNAL SUPERIOR DE BOGOTA ,15,DESPACHO SEGUNDO DE LA SALA PENAL ESPECIALIZADA EN EXTINCION DE DOMINIO DEL TRIBUNAL SUPERIOR DE BOGOTA ,3543,
110012220003,DESPACHO 003 DE LA SALA PENAL ESPECIALIZADA EN EXTINCION DE DOMINIO DEL TRIBUNAL SUPERIOR DE BOGOTA ,15,DESPACHO TERCERO DE LA SALA PENAL ESPECIALIZADA EN EXTINCION DE DOMINIO DEL TRIBUNAL SUPERIOR DE BOGOTA ,3543,
110012220004,DESPACHO 004 DE LA SALA PENAL ESPECIALIZADA DE EXTINCION DE DOMINIO DEL TRIBUNAL SUPERIOR DE BOGOTA ,15,DESPACHO CUARTO DE LA SALA PENAL ESPECIALIZADA DE EXTINCION DE DOMINIO DEL TRIBUNAL SUPERIOR DE BOGOTA ,3543,
110012220005,DESPACHO 005 DE LA SALA ESPECIALIZADA EN EXTINCION DE DOMINIO DEL TRIBUNAL SUPERIOR DE BOGOTA ,15,DESPACHO QUINTO DE LA SALA ESPECIALIZADA EN EXTINCION DE DOMINIO DEL TRIBUNAL SUPERIOR DE BOGOTA ,3543,
110012220006,DESPACHO 006 DE SALA ESPECIALIZADA EN EXTINCION DE DOMINIO DEL TRIBUNAL SUPERIOR DE BOGOTA,15,DESPACHO SEXTO DE SALA ESPECIALIZADA EN EXTINCION DE DOMINIO DEL TRIBUNAL SUPERIOR DE BOGOTA,3543,
110012221001,DESPACHO 001 DE LA SALA CIVIL ESPECIALIZADA EN RESTITUCION DE TIERRAS DEL TRIBUNAL SUPERIOR DE BOGOTA ,15,DESPACHO PRIMERO DE LA SALA CIVIL ESPECIALIZADA EN RESTITUCION DE TIERRAS DEL TRIBUNAL SUPERIOR DE BOGOTA ,3543,
110012221002,DESPACHO 002 DE LA SALA CIVIL ESPECIALIZADA EN RESTITUCION DE TIERRAS DEL TRIBUNAL SUPERIOR DE BOGOTA ,15,DESPACHO SEGUNDO DE LA SALA CIVIL ESPECIALIZADA EN RESTITUCION DE TIERRAS DEL TRIBUNAL SUPERIOR DE BOGOTA ,3543,
110012221003,DESPACHO 003 DE LA SALA CIVIL ESPECIALIZADA EN RESTITUCION DE TIERRAS DEL TRIBUNAL SUPERIOR DE BOGOTA ,15,DESPACHO TERCERO DE LA SALA CIVIL ESPECIALIZADA EN RESTITUCION DE TIERRAS DEL TRIBUNAL SUPERIOR DE BOGOTA ,3543,
110012502000,SECRETARIA DE LA SALA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA,15,NULL,3543,
110012502001,DESPACHO 001 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA ,15,DESPACHO PRIMERO DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA ,3543,
110012502002,DESPACHO 002 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA,15,DESPACHO SEGUNDO DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA,3543,
110012502003,DESPACHO 003 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA ,15,DESPACHO TERCERO DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA ,3543,
110012502004,DESPACHO 004 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA,15,DESPACHO CUARTO DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA,3543,
110012502005,DESPACHO 005 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA,15,DESPACHO QUINTO DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA,3543,
110012502006,DESPACHO 006 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA ,15,DESPACHO SEXTO DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA ,3543,
110012502007,DESPACHO 007 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA,15,DESPACHO SEPTIMO DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA,3543,
110012502008,DESPACHO 008 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA,15,DESPACHO OCTAVO DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA,3543,
110012502009,DESPACHO 009 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA ,15,DESPACHO NOVENO DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA ,3543,
110012502010,DESPACHO 010 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA ,15,DESPACHO DECIMO DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA ,3543,
110012502011,DESPACHO 011 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA,15,DESPACHO ONCE DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE BOGOTA,3543,
110013103001,JUZGADO 001 CIVIL DEL CIRCUITO DE BOGOTA ,15,JUZGADO PRIMERO CIVIL DEL CIRCUITO DE BOGOTA ,3543,
110013103002,JUZGADO 002 CIVIL DEL CIRCUITO DE BOGOTA ,15,JUZGADO SEGUNDO CIVIL DEL CIRCUITO DE BOGOTA ,3543,
110013103003,JUZGADO 003 CIVIL DEL CIRCUITO DE BOGOTA ,15,JUZGADO TERCERO CIVIL DEL CIRCUITO DE BOGOTA ,3543,
110013103004,JUZGADO 004 CIVIL DEL CIRCUITO DE BOGOTA ,15,JUZGADO CUARTO CIVIL DEL CIRCUITO DE BOGOTA ,3543,
110013103005,JUZGADO 005 CIVIL DEL CIRCUITO DE BOGOTA ,15,JUZGADO QUINTO CIVIL DEL CIRCUITO DE BOGOTA ,3543,
110013103006,JUZGADO 006 CIVIL DEL CIRCUITO DE BOGOTA ,15,JUZGADO SEXTO CIVIL DEL CIRCUITO DE BOGOTA ,3543,
110013103007,JUZGADO 007 CIVIL DEL CIRCUITO DE BOGOTA ,15,JUZGADO SEPTIMO CIVIL DEL CIRCUITO DE BOGOTA ,3543,
110013103008,JUZGADO 008 CIVIL DEL CIRCUITO DE BOGOTA ,15,JUZGADO OCTAVO CIVIL DEL CIRCUITO DE BOGOTA ,3543,
110013103009,JUZGADO 009 CIVIL DEL CIRCUITO DE BOGOTA ,15,JUZGADO NOVENO CIVIL DEL CIRCUITO DE BOGOTA ,3543,
110013103010,JUZGADO 010 CIVIL DEL CIRCUITO DE BOGOTA ,15,JUZGADO DECIMO CIVIL DEL CIRCUITO DE BOGOTA ,3543,
110013103011,JUZGADO 011 CIVIL DEL CIRCUITO DE BOGOTA ,15,JUZGADO ONCE CIVIL DEL CIRCUITO DE BOGOTA ,3543,
110013103012,JUZGADO 012 CIVIL DEL CIRCUITO DE BOGOTA ,15,JUZGADO DOCE CIVIL DEL CIRCUITO DE BOGOTA ,3543,
110013103013,JUZGADO 013 CIVIL DEL CIRCUITO DE BOGOTA ,15,JUZGADO TRECE CIVIL DEL CIRCUITO DE BOGOTA ,3543,
110013103014,JUZGADO 014 CIVIL DEL CIRCUITO DE BOGOTA ,15,JUZGADO CATORCE CIVIL DEL CIRCUITO DE BOGOTA ,3543,
110013103015,JUZGADO 015 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103016,JUZGADO 016 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103017,JUZGADO 017 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103018,JUZGADO 018 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103019,JUZGADO 019 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103020,JUZGADO 020 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103021,JUZGADO 021 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103022,JUZGADO 022 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103023,JUZGADO 023 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103024,JUZGADO 024 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103025,JUZGADO 025 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103026,JUZGADO 026 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103027,JUZGADO 027 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103028,JUZGADO 028 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103029,JUZGADO 029 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103030,JUZGADO 030 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103031,JUZGADO 031 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103032,JUZGADO 032 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103033,JUZGADO 033 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103034,JUZGADO 034 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103035,JUZGADO 035 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103036,JUZGADO 036 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103037,JUZGADO 037 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103038,JUZGADO 038 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103039,JUZGADO 039 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103040,JUZGADO 040 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103041,JUZGADO 041 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103042,JUZGADO 042 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103043,JUZGADO 043 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103044,JUZGADO 044 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103045,JUZGADO 045 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103046,JUZGADO 046 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103047,JUZGADO 047 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103048,JUZGADO 048 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103049,JUZGADO 049 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103050,JUZGADO 050 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103051,JUZGADO 051 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103052,JUZGADO 052 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103053,JUZGADO 053 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103054,JUZGADO 054 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103055,JUZGADO 055 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103056,JUZGADO 056 CIVIL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013103057,JUZGADO 057 CIVIL DEL CIRCUITO DE BOGOTA,15,NULL,3543,
110013103058,JUZGADO 058 CIVIL DEL CIRCUITO DE BOGOTA,15,NULL,3543,
110013103059,JUZGADO 059 CIVIL DEL CIRCUITO DE BOGOTA,15,NULL,3543,
110013103060,JUZGADO 060 CIVIL DEL CIRCUITO DE BOGOTA,15,NULL,3543,
110013103545,JUZGADO 045 ADJUNTO CIVIL DEL CIRCUITO DE BOGOTA,15,NULL,3543,
110013103546,JUZGADO 046 ADJUNTO CIVIL DEL CIRCUITO DE BOGOTA,15,NULL,3543,
110013103547,JUZGADO 047 ADJUNTO CIVIL DEL CIRCUITO DE BOGOTA,15,NULL,3543,
110013103548,JUZGADO 048 ADJUNTO CIVIL DEL CIRCUITO DE BOGOTA,15,NULL,3543,
110013103549,JUZGADO 049 ADJUNTO CIVIL DEL CIRCUITO DE BOGOTA,15,NULL,3543,
110013103550,JUZGADO 050 ADJUNTO CIVIL DEL CIRCUITO DE BOGOTA,15,NULL,3543,
110013103551,JUZGADO 051 ADJUNTO CIVIL DEL CIRCUITO DE BOGOTA,15,NULL,3543,
110013104016,JUZGADO 016 PENAL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013104066,JUZGADO 066 PENAL DEL CIRCUITO DE BOGOTA ,15,NULL,3543,
110013105001,JUZGADO 001 LABORAL DE BOGOTA ,15,JUZGADO PRIMERO LABORAL DE BOGOTA ,3543,
110013105002,JUZGADO 002 LABORAL DE BOGOTA ,15,JUZGADO SEGUNDO LABORAL DE BOGOTA ,3543,
110013105003,JUZGADO 003 LABORAL DE BOGOTA ,15,JUZGADO TERCERO LABORAL DE BOGOTA ,3543,
110013105004,JUZGADO 004 LABORAL DE BOGOTA ,15,JUZGADO CUARTO LABORAL DE BOGOTA ,3543,
110013105005,JUZGADO 005 LABORAL DE BOGOTA ,15,JUZGADO QUINTO LABORAL DE BOGOTA ,3543,
110013105006,JUZGADO 006 LABORAL DE BOGOTA ,15,JUZGADO SEXTO LABORAL DE BOGOTA ,3543,
110013105007,JUZGADO 007 LABORAL DE BOGOTA ,15,JUZGADO SEPTIMO LABORAL DE BOGOTA ,3543,
110013105008,JUZGADO 008 LABORAL DE BOGOTA ,15,JUZGADO OCTAVO LABORAL DE BOGOTA ,3543,
110013105009,JUZGADO 009 LABORAL DE BOGOTA ,15,JUZGADO NOVENO LABORAL DE BOGOTA ,3543,
110013105010,JUZGADO 010 LABORAL DE BOGOTA ,15,JUZGADO DECIMO LABORAL DE BOGOTA ,3543,
110013105011,JUZGADO 011 LABORAL DE BOGOTA ,15,JUZGADO ONCE LABORAL DE BOGOTA ,3543,
110013105012,JUZGADO 012 LABORAL DE BOGOTA ,15,JUZGADO DOCE LABORAL DE BOGOTA ,3543,
110013105013,JUZGADO 013 LABORAL DE BOGOTA ,15,JUZGADO TRECE LABORAL DE BOGOTA ,3543,
110013105014,JUZGADO 014 LABORAL DE BOGOTA ,15,JUZGADO CATORCE LABORAL DE BOGOTA ,3543,
110013105015,JUZGADO 015 LABORAL DE BOGOTA ,15,NULL,3543,
110013105016,JUZGADO 016 LABORAL DE BOGOTA ,15,NULL,3543,
110013105017,JUZGADO 017 LABORAL DE BOGOTA ,15,NULL,3543,
110013105018,JUZGADO 018 LABORAL DE BOGOTA ,15,NULL,3543,
110013105019,JUZGADO 019 LABORAL DE BOGOTA ,15,NULL,3543,
110013105020,JUZGADO 020 LABORAL DE BOGOTA ,15,NULL,3543,
110013105021,JUZGADO 021 LABORAL DE BOGOTA ,15,NULL,3543,
110013105022,JUZGADO 022 LABORAL DE BOGOTA ,15,NULL,3543,
110013105023,JUZGADO 023 LABORAL DE BOGOTA ,15,NULL,3543,
110013105024,JUZGADO 024 LABORAL DE BOGOTA ,15,NULL,3543,
110013105025,JUZGADO 025 LABORAL DE BOGOTA ,15,NULL,3543,
110013105026,JUZGADO 026 LABORAL DE BOGOTA ,15,NULL,3543,
110013105027,JUZGADO 027 LABORAL DE BOGOTA ,15,NULL,3543,
110013105028,JUZGADO 028 LABORAL DE BOGOTA ,15,NULL,3543,
110013105029,JUZGADO 029 LABORAL DE BOGOTA ,15,NULL,3543,
110013105030,JUZGADO 030 LABORAL DE BOGOTA ,15,NULL,3543,
110013105031,JUZGADO 031 LABORAL DE BOGOTA ,15,NULL,3543,
110013105032,JUZGADO 032 LABORAL DE BOGOTA ,15,NULL,3543,
110013105033,JUZGADO 033 LABORAL DE BOGOTA ,15,NULL,3543,
110013105034,JUZGADO 034 LABORAL DE BOGOTA ,15,NULL,3543,
110013105035,JUZGADO 035 LABORAL DE BOGOTA ,15,NULL,3543,
110013105036,JUZGADO 036 LABORAL DE BOGOTA ,15,NULL,3543,
110013105037,JUZGADO 037 LABORAL DE BOGOTA ,15,NULL,3543,
110013105038,JUZGADO 038 LABORAL DE BOGOTA ,15,NULL,3543,
110013105039,JUZGADO 039 LABORAL DE BOGOTA ,15,NULL,3543,
110013105040,JUZGADO 040 LABORAL DE BOGOTA ,15,NULL,3543,
110013105041,JUZGADO 041 LABORAL DE BOGOTA ,15,NULL,3543,
110013105042,JUZGADO 042 LABORAL DE BOGOTA ,15,NULL,3543,
110013105043,JUZGADO 043 LABORAL DE BOGOTA ,15,NULL,3543,
110013105044,JUZGADO 044 LABORAL DE BOGOTA ,15,NULL,3543,
110013105045,JUZGADO 045 LABORAL DE BOGOTA ,15,NULL,3543,
110013105046,JUZGADO 046 LABORAL DE BOGOTA ,15,NULL,3543,
110013105047,JUZGADO 047 LABORAL DE BOGOTA ,15,NULL,3543,
110013105048,JUZGADO 048 LABORAL DE BOGOTA,15,NULL,3543,
110013105049,JUZGADO 049 LABORAL DE BOGOTA,15,NULL,3543,
110013105050,JUZGADO 050 LABORAL DE BOGOTA,15,NULL,3543,
110013105051,JUZGADO 051 LABORAL DE BOGOTA,15,NULL,3543,
110013105052,JUZGADO 052 LABORAL DE BOGOTA,15,NULL,3543,
110013105403,JUZGADO 403 LABORAL TRANSITORIO DE BOGOTA,15,NULL,3543,
110013105404,JUZGADO 404 LABORAL TRANSITORIO DE BOGOTA,15,NULL,3543,
110013107001,JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,15,JUZGADO PRIMERO PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,3543,
110013107002,JUZGADO 002 PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,15,JUZGADO SEGUNDO PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,3543,
110013107003,JUZGADO 003 PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,15,JUZGADO TERCERO PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,3543,
110013107004,JUZGADO 004 PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,15,JUZGADO CUARTO PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,3543,
110013107005,JUZGADO 005 PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,15,JUZGADO QUINTO PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,3543,
110013107006,JUZGADO 006 PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,15,JUZGADO SEXTO PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,3543,
110013107007,JUZGADO 007 PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,15,JUZGADO SEPTIMO PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,3543,
110013107008,JUZGADO 008 PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,15,JUZGADO OCTAVO PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,3543,
110013107009,JUZGADO 009 PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,15,JUZGADO NOVENO PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,3543,
110013107010,JUZGADO 010 PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,15,JUZGADO DECIMO PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,3543,
110013107011,JUZGADO 011 PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,15,JUZGADO ONCE PENAL DE CIRCUITO ESPECIALIZADO DE BOGOTA ,3543,
110013107212,JUZGADO 012 PENAL DE CIRCUITO ESPECIALIZADO ITINERANTE DE BOGOTA ,15,JUZGADO DOCE PENAL DE CIRCUITO ESPECIALIZADO ITINERANTE DE BOGOTA ,3543,
110013109001,JUZGADO 001 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,JUZGADO PRIMERO PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,3543,
110013109002,JUZGADO 002 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,JUZGADO SEGUNDO PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,3543,
110013109003,JUZGADO 003 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,JUZGADO TERCERO PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,3543,
110013109004,JUZGADO 004 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,JUZGADO CUARTO PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,3543,
110013109005,JUZGADO 005 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,JUZGADO QUINTO PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,3543,
110013109006,JUZGADO 006 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,JUZGADO SEXTO PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,3543,
110013109007,JUZGADO 007 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,JUZGADO SEPTIMO PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,3543,
110013109008,JUZGADO 008 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,JUZGADO OCTAVO PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,3543,
110013109009,JUZGADO 009 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,JUZGADO NOVENO PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,3543,
110013109010,JUZGADO 010 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,JUZGADO DECIMO PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,3543,
110013109011,JUZGADO 011 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,JUZGADO ONCE PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,3543,
110013109012,JUZGADO 012 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,JUZGADO DOCE PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,3543,
110013109013,JUZGADO 013 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,JUZGADO TRECE PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,3543,
110013109014,JUZGADO 014 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,JUZGADO CATORCE PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,3543,
110013109015,JUZGADO 015 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,NULL,3543,
110013109016,JUZGADO 016 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,NULL,3543,
110013109017,JUZGADO 017 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,NULL,3543,
110013109018,JUZGADO 018 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,NULL,3543,
110013109019,JUZGADO 019 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,NULL,3543,
110013109020,JUZGADO 020 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,NULL,3543,
110013109021,JUZGADO 021 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,NULL,3543,
110013109022,JUZGADO 022 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE BOGOTA ,15,NULL,3543,
